	variable	dif_lift_abs	max_lift	min_lift
0	Tipo_Persona_Id	0	1	1
0	Sucursal_Oficial			
0	Zona_Oficial	4.208850437549722	5.208850437549722	0.5297136038186158
0	Territorio_Oficial	0	1	1
0	Sexo	0.1902467202772753	1.1619239183010506	0.8097532797227247
0	Estdo_Civil	5.356563245823389	6.356563245823389	0.4416915422885573
0	Pais	0.10422885572139307	1.104228855721393	0.9999295115944176
0	Provincia	2.3107100238663487	3.3107100238663487	0.4708565367276585
0	Profesion	2.1782816229116944	3.1782816229116944	0.3473531828318792
0	LEGALES97	0	1	1
0	LEGALES98	4.342410705179201	5.342410705179201	0.5473955011268444
0	LEGALES998	0	1	1
0	Convenio_Desc			
0	Dependencia_Principal_Id			
0	Categoria_Laboral			
0	Dependencia_Desc			
0	Ind_Vto_Min_Dia_Acred_Haberes	0.14153782297395456	1.1415378229739546	0.955709252674817
0	Ind_Vto_Max_Dia_Acred_Haberes	0.18239643709512454	1.1823964370951245	0.9809890280739161
0	Renueva_Contrato	1.3542826836382922	2.354282683638292	0.8588446655610835
0	Segmento_Convenio_Id	2.5314240254574383	3.5314240254574383	0.5413131717854468
0	Segmento_Convenio_Desc	2.5314240254574383	3.5314240254574383	0.5413131717854468
0	Tipo_Convenio_Segmento_Id	1.017956585975679	2.017956585975679	0.5413131717854468
0	Grupo_Segmento	0.8531234985073688	1.8531234985073688	0.8837882724745648
0	Comportamiento_Credito_Id	1.8251392203659509	2.825139220365951	0.401678562137339
0	Ultimo_Grupo_Segmento	0.8977928325785052	1.8977928325785052	0.8160262688308025
0	Preembozo_VI	0.29970966710134594	1.299709667101346	0.7351127563197117
0	Preembozo_MA	0.5548625177994825	1.299709667101346	0.4451374822005175
0	Preembozo_AM	0.5291434632723415	1.299709667101346	0.4708565367276585
0	Producto_VI	0.3513710973649603	1.299709667101346	0.6486289026350397
0	Producto_MA	4.297136038186157	5.297136038186157	0.3923804472730487
0	Producto_AM	0.7212033664112549	1.299709667101346	0.2787966335887451
0	Paquete_VI	0.29970966710134594	1.299709667101346	0.7351127563197117
0	Paquete_MA	0.3153361583296802	1.299709667101346	0.6846638416703198
0	Paquete_AM	0.39890654885830834	1.299709667101346	0.6010934511416917
0	Grupo_Afinidad_VI			
0	Grupo_Afinidad_MA	1.118854415274463	2.118854415274463	0.2454271523483934
0	Grupo_Afinidad_AM	4.297136038186157	5.297136038186157	0.37836685987043983
0	Tipo_Pago_VI	0.29970966710134594	1.299709667101346	0.7316995804343038
0	Tipo_Pago_MA	0.6388316337600347	1.299709667101346	0.3611683662399653
0	Tipo_Pago__AM	0.4789702257521812	1.299709667101346	0.5210297742478188
0	Forma_Pago_VI	1.6485680190930787	2.6485680190930787	0.543296003916529
0	Forma_Pago_MA	1.118854415274463	2.118854415274463	0.36323218547562225
0	Forma_Pago_AM	0.5585719968178202	1.299709667101346	0.4414280031821798
0	UPG_VISA_12	0.3579229044622839	1.299709667101346	0.6420770955377161
0	UPG_AMEX_12	2.5314240254574383	3.5314240254574383	0.7361525704809286
0	UPG_MASTER_12	0.678961452231142	1.299709667101346	0.32103854776885804
0	UPG_VISA_6	0.4743300114777096	1.299709667101346	0.5256699885222904
0	UPG_AMEX_6	9.594272076372315	10.594272076372315	0.7646226839402633
0	UPG_MASTER_6	0.5861612470167064	1.299709667101346	0.4138387529832936
0	RUBRO_DE_MAYOR_CONS_TC	0.7384130351513009	1.299709667101346	0.26158696484869914
0	RUBRO_DE_MAYOR_CONS_TC_3	0.5734623864790254	1.299709667101346	0.42653761352097463
0	RUBRO_DE_MAYOR_CONS_TC_6	0.5734623864790254	1.3818615751789975	0.42653761352097463
0	RUBRO_DE_MAYOR_CONS_TC_12	0.5734623864790254	1.5093209533461929	0.42653761352097463
0	Ind_Precancelacion_PPE	0.7819112055060469	1.7819112055060469	0.9185022897743698
0	CANCELA_PPE	0.7819112055060469	1.7819112055060469	0.9185022897743698
0	Ind_Precancelacion_PHI	0.7819112055060469	1.7819112055060469	0.9185022897743698
0	CANCELA_PHI	0.7819112055060469	1.7819112055060469	0.9185022897743698
0	Fecha_Vto_PPR_Id	0	1	1
0	Ind_Precancelacion_PPR	0.7819112055060469	1.7819112055060469	0.9185022897743698
0	CANCELA_PPR	0.7819112055060469	1.7819112055060469	0.9185022897743698
0	PATAGONIA_ANTICIPO	0.1687440644639816	1.1086025747669728	0.8312559355360184
0	UTILIZA_ADELANTO_CA	0.8873406311827168	1.8873406311827168	0.8312559355360184
0	RUBRO_DE_MAYOR_CONS_TD	0.5134674394817593	1.5134674394817593	0.7847608945460974
0	RUBRO_DE_MAYOR_CONS_TD_3	0.6429619797582737	1.6429619797582737	0.37836685987043983
0	RUBRO_DE_MAYOR_CONS_TD_6	0.7724257466174216	1.7724257466174216	0.7126191979622634
0	RUBRO_DE_MAYOR_CONS_TD_12	0.9802377712845449	1.980237771284545	0.4815578216532871
0	CARTERA	0.12363491719100317	1.1236349171910032	0.973689372138359
0	EXCLUSION	6.283562052505967	7.283562052505967	0.34507151741293535
0	SEGMENTO	0.8654366114542615	1.8654366114542615	0.8538331684032832
0	SCORECARD	1.7966246164336859	2.796624616433686	0.8127398720682303
0	Situacion_BCRA_Max_6_T	2.5314240254574383	3.5314240254574383	0.7361525704809286
0	MODA_SIT_1	9.594272076372315	10.594272076372315	0.05019222071460878
0	MODA_SIT_3	9.482753422936817	10.482753422936817	0.011623461639172558
0	MODA_SIT_6	9.594272076372315	10.594272076372315	0.08333802684689759
